Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Multiple carriers,03/09/19,New Delhi,Cochin,DEL ? BOM ? COK,7:00,19:45,12h 45m,1 stop,No info,15237
Multiple carriers,06/15/19,New Delhi,Cochin,DEL ? BOM ? COK,10:00,19:00,9h,1 stop,No info,13504
Air India,03/06/19,Mumbai,Hyderabad,BOM ? GOI ? PNQ ? HYD,13:30,16:55,3h 25m,2 stops,No info,18797
Multiple carriers,06/15/19,New Delhi,Cochin,DEL ? HYD ? COK,7:05,22:30,15h 25m,1 stop,No info,9646
Jet Airways,06/12/19,Kolkata,Bangalore,CCU ? BOM ? BLR,16:30,13-06-21 16:20,23h 50m,1 stop,No info,13044
Jet Airways,05/24/19,Kolkata,Bangalore,CCU ? BOM ? BLR,16:30,25-05-21 18:15,25h 45m,1 stop,In-flight meal not included,10844
IndiGo,06/12/19,New Delhi,Cochin,DEL ? BOM ? COK,8:50,21:00,12h 10m,1 stop,No info,6093
IndiGo,06/12/19,Bangalore,New Delhi,BLR ? DEL,8:30,11:20,2h 50m,non-stop,No info,4823
GoAir,06/03/19,Bangalore,New Delhi,BLR ? DEL,20:55,23:40,2h 45m,non-stop,No info,3419
Air India,05/18/19,Kolkata,Bangalore,CCU ? HYD ? BLR,19:00,19-05-21 11:05,16h 5m,1 stop,No info,6327
Vistara,03/24/19,Kolkata,Bangalore,CCU ? DEL ? BLR,20:20,25-03-21 20:25,24h 5m,1 stop,No info,11105
Jet Airways,03/09/19,Bangalore,New Delhi,BLR ? BOM ? DEL,5:45,13-03-21 8:15,26h 30m,1 stop,In-flight meal not included,9134
SpiceJet,05/18/19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,non-stop,No info,4491
Jet Airways,03/21/19,Bangalore,New Delhi,BLR ? BOM ? DEL,20:35,19-03-21 7:40,11h 5m,1 stop,In-flight meal not included,7832
Jet Airways,03/15/19,Bangalore,New Delhi,BLR ? MAA ? DEL,9:45,15:55,6h 10m,1 stop,In-flight meal not included,7280
Vistara,04/27/19,Bangalore,New Delhi,BLR ? DEL,11:30,14:20,2h 50m,non-stop,No info,5403
SpiceJet,06/03/19,New Delhi,Cochin,DEL ? BLR ? COK,17:55,22:50,4h 55m,1 stop,No info,5409
Air India,04/21/19,New Delhi,Cochin,DEL ? BLR ? COK,6:10,23:00,16h 50m,1 stop,No info,7174
Jet Airways,06/27/19,New Delhi,Cochin,DEL ? BOM ? COK,21:50,28-06-21 4:25,6h 35m,1 stop,No info,16079
IndiGo,05/15/19,New Delhi,Cochin,DEL ? BLR ? COK,2:00,7:45,5h 45m,1 stop,No info,6037
Air India,05/27/19,New Delhi,Cochin,DEL ? RPR ? NAG ? BOM ? COK,5:15,28-05-21 19:15,38h,3 stops,No info,10493
SpiceJet,03/24/19,Chennai,Kolkata,MAA ? CCU,9:30,12:05,2h 35m,non-stop,No check-in baggage included,3807
Vistara,05/15/19,Kolkata,Bangalore,CCU ? DEL ? BLR,20:20,16-05-21 20:20,24h,1 stop,No info,8610
Jet Airways,03/03/19,New Delhi,Cochin,DEL ? BOM ? COK,23:05,04/03/21 18:50,19h 45m,1 stop,No info,18253
IndiGo,06/27/19,Bangalore,New Delhi,BLR ? DEL,6:05,8:50,2h 45m,non-stop,No info,3943
IndiGo,03/21/19,Mumbai,Hyderabad,BOM ? HYD,9:10,10:35,1h 25m,non-stop,No info,4049
Jet Airways,05/24/19,Kolkata,Bangalore,CCU ? BOM ? BLR,8:25,19:50,11h 25m,1 stop,In-flight meal not included,10844
Jet Airways,05/27/19,New Delhi,Cochin,DEL ? BOM ? COK,10:00,19:00,9h,1 stop,No info,16079
IndiGo,04/27/19,Bangalore,New Delhi,BLR ? DEL,0:30,3:25,2h 55m,non-stop,No info,4591
IndiGo,06/06/19,New Delhi,Cochin,DEL ? HYD ? COK,5:05,16:10,11h 5m,1 stop,No info,6818
IndiGo,05/21/19,New Delhi,Cochin,DEL ? BOM ? COK,15:00,22-05-21 1:30,10h 30m,1 stop,No info,6896
IndiGo,03/24/19,Mumbai,Hyderabad,BOM ? HYD,19:05,20:30,1h 25m,non-stop,No info,2754
SpiceJet,06/21/19,Chennai,Kolkata,MAA ? CCU,8:20,10:35,2h 15m,non-stop,No info,3597
Jet Airways,05/15/19,Kolkata,Bangalore,CCU ? DEL ? BLR,9:35,19:10,9h 35m,1 stop,No info,13067
Vistara,06/03/19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No info,11982
Jet Airways,05/18/19,Kolkata,Bangalore,CCU ? BOM ? BLR,18:55,19-05-21 22:35,27h 40m,1 stop,In-flight meal not included,10844
Air India,04/21/19,Bangalore,New Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,5228
Multiple carriers,05/27/19,New Delhi,Cochin,DEL ? BOM ? COK,6:00,12:35,6h 35m,1 stop,No info,11264
IndiGo,05/27/19,New Delhi,Cochin,DEL ? BOM ? COK,10:35,28-05-21 1:30,14h 55m,1 stop,No info,6104
Jet Airways,06/06/19,Kolkata,Bangalore,CCU ? BOM ? BLR,20:00,07/06/21 4:40,8h 40m,1 stop,In-flight meal not included,8586
SpiceJet,06/21/19,Mumbai,Hyderabad,BOM ? HYD,22:45,22-06-21 0:15,1h 30m,non-stop,No info,2017
Air India,06/24/19,New Delhi,Cochin,DEL ? JDH ? BOM ? COK,12:55,25-06-21 19:15,30h 20m,2 stops,No info,12436
Jet Airways,05/09/19,New Delhi,Cochin,DEL ? BHO ? BOM ? COK,5:30,12:35,7h 5m,2 stops,In-flight meal not included,15544
Air Asia,04/09/19,New Delhi,Cochin,DEL ? BLR ? COK,20:45,10/04/21 7:10,10h 25m,1 stop,No info,6451
Air India,03/01/19,Mumbai,Hyderabad,BOM ? HYD,19:30,20:45,1h 15m,non-stop,No info,15385
Air India,05/01/19,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,non-stop,No info,3625
Air India,03/06/19,Mumbai,Hyderabad,BOM ? AMD ? ISK ? HYD,5:30,14:50,9h 20m,2 stops,No info,13757
Jet Airways,06/06/19,Kolkata,Bangalore,CCU ? BOM ? BLR,18:55,07/06/21 4:40,9h 45m,1 stop,In-flight meal not included,7757
Air India,05/18/19,New Delhi,Cochin,DEL ? GOI ? BOM ? COK,10:55,19:15,8h 20m,2 stops,No info,13486
Air India,03/01/19,Chennai,Kolkata,MAA ? CCU,11:40,13:55,2h 15m,non-stop,No info,19630
Jet Airways,03/24/19,Kolkata,Bangalore,CCU ? BOM ? BLR,19:45,25-03-21 18:10,22h 25m,1 stop,No info,13759
Jet Airways,05/21/19,New Delhi,Cochin,DEL ? BOM ? COK,21:50,22-05-21 19:00,21h 10m,1 stop,In-flight meal not included,12898
Air India,06/21/19,New Delhi,Cochin,DEL ? COK,14:10,17:10,3h,non-stop,No info,5201
Air India,03/06/19,Mumbai,Hyderabad,BOM ? DEL ? HYD,10:00,23:45,13h 45m,1 stop,No info,11678
Jet Airways,05/09/19,New Delhi,Cochin,DEL ? IDR ? BOM ? COK,9:35,10/05/21 12:35,27h,2 stops,No info,14657
Jet Airways,05/21/19,Kolkata,Bangalore,CCU ? BOM ? BLR,6:30,22-05-21 10:05,27h 35m,1 stop,In-flight meal not included,8586
SpiceJet,03/27/19,Chennai,Kolkata,MAA ? CCU,9:30,12:05,2h 35m,non-stop,No info,3384
Jet Airways,03/12/19,Bangalore,New Delhi,BLR ? BOM ? DEL,18:55,13-03-21 10:25,15h 30m,1 stop,In-flight meal not included,11087
Air Asia,06/09/19,New Delhi,Cochin,DEL ? BLR ? COK,7:55,13:25,5h 30m,1 stop,No info,8759
IndiGo,04/09/19,Kolkata,Bangalore,CCU ? BLR,17:15,19:50,2h 35m,non-stop,No info,4174
Air Asia,06/18/19,Bangalore,New Delhi,BLR ? DEL,23:55,19-06-21 2:45,2h 50m,non-stop,No info,3383
Vistara,04/01/19,Kolkata,Bangalore,CCU ? DEL ? BLR,7:10,02/04/21 10:45,27h 35m,1 stop,No info,8505
Air India,03/21/19,New Delhi,Cochin,DEL ? HYD ? MAA ? COK,9:45,22-03-21 9:25,23h 40m,2 stops,No info,8140
Jet Airways,03/09/19,New Delhi,Cochin,DEL ? BOM ? COK,19:15,10/03/21 4:25,9h 10m,1 stop,No info,16289
Jet Airways,06/24/19,New Delhi,Cochin,DEL ? BOM ? COK,19:15,25-06-21 19:00,23h 45m,1 stop,In-flight meal not included,10262
Air India,06/12/19,Kolkata,Bangalore,CCU ? BLR,14:15,16:45,2h 30m,non-stop,No info,5510
Jet Airways,03/18/19,Bangalore,New Delhi,BLR ? BOM ? DEL,22:50,16-03-21 8:15,9h 25m,1 stop,In-flight meal not included,11087
IndiGo,05/15/19,Kolkata,Bangalore,CCU ? HYD ? BLR,15:15,20:05,4h 50m,1 stop,No info,5380
Air India,03/01/19,Bangalore,New Delhi,BLR ? BOM ? AMD ? DEL,8:50,02/03/21 23:55,39h 5m,2 stops,No info,17135
Jet Airways,06/24/19,New Delhi,Cochin,DEL ? BOM ? COK,22:50,25-06-21 19:00,20h 10m,1 stop,In-flight meal not included,10262
Air India,05/24/19,Kolkata,Bangalore,CCU ? BBI ? HYD ? BLR,9:10,25-05-21 11:05,25h 55m,2 stops,No info,6117
Vistara,06/27/19,Bangalore,New Delhi,BLR ? DEL,11:30,14:20,2h 50m,non-stop,No info,4668
Jet Airways,06/09/19,Kolkata,Bangalore,CCU ? BOM ? BLR,6:30,19:50,13h 20m,1 stop,No info,14571
Jet Airways,05/18/19,Kolkata,Bangalore,CCU ? BOM ? BLR,20:00,19-05-21 9:20,13h 20m,1 stop,In-flight meal not included,10844
Vistara,05/21/19,Kolkata,Bangalore,CCU ? DEL ? BLR,20:20,22-05-21 18:50,22h 30m,1 stop,No info,9345
Air India,05/24/19,New Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,25-05-21 19:15,21h 15m,2 stops,No info,10441
Jet Airways,06/21/19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,non-stop,In-flight meal not included,5769
Air India,03/01/19,Bangalore,New Delhi,BLR ? BOM ? AMD ? DEL,8:50,02/03/21 23:55,39h 5m,2 stops,No info,17135
Jet Airways,06/09/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,9:40,10/06/21 4:25,18h 45m,2 stops,In-flight meal not included,10368
Air India,03/06/19,New Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,07/03/21 19:15,23h 30m,2 stops,No info,12646
Jet Airways,03/27/19,New Delhi,Cochin,DEL ? BOM ? COK,19:45,28-03-21 4:25,8h 40m,1 stop,In-flight meal not included,6540
Jet Airways,06/06/19,Kolkata,Bangalore,CCU ? BOM ? PNQ ? BLR,6:30,20:50,14h 20m,2 stops,In-flight meal not included,10118
Vistara,04/27/19,New Delhi,Cochin,DEL ? COK,6:00,9:10,3h 10m,non-stop,No info,6216
Air India,05/24/19,Mumbai,Hyderabad,BOM ? HYD,13:55,15:25,1h 30m,non-stop,No info,3100
Jet Airways,06/06/19,Kolkata,Bangalore,CCU ? BOM ? BLR,18:55,07/06/21 18:15,23h 20m,1 stop,In-flight meal not included,10844
IndiGo,03/24/19,Mumbai,Hyderabad,BOM ? HYD,16:55,18:25,1h 30m,non-stop,No info,3175
SpiceJet,05/18/19,Bangalore,New Delhi,BLR ? DEL,5:55,8:35,2h 40m,non-stop,No info,3625
Jet Airways,06/27/19,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,non-stop,No info,8040
Multiple carriers,03/06/19,New Delhi,Cochin,DEL ? HYD ? MAA ? COK,13:05,21:20,8h 15m,2 stops,No info,10759
Air India,03/18/19,New Delhi,Cochin,DEL ? COK,5:10,8:00,2h 50m,non-stop,No info,5674
Multiple carriers,03/21/19,New Delhi,Cochin,DEL ? BOM ? COK,10:20,18:50,8h 30m,1 stop,No info,11999
IndiGo,06/03/19,New Delhi,Cochin,DEL ? BOM ? COK,9:15,21:00,11h 45m,1 stop,No info,6838
Jet Airways,03/09/19,New Delhi,Cochin,DEL ? BOM ? COK,19:15,10/03/21 18:50,23h 35m,1 stop,In-flight meal not included,14053
Jet Airways,05/15/19,Kolkata,Bangalore,CCU ? DEL ? BLR,9:35,21:05,11h 30m,1 stop,No info,12121
Vistara,05/21/19,Kolkata,Bangalore,CCU ? DEL ? BLR,7:10,22-05-21 10:45,27h 35m,1 stop,No info,9187
IndiGo,03/09/19,Kolkata,Bangalore,CCU ? BLR,21:25,10/03/21 0:05,2h 40m,non-stop,No info,4148
Jet Airways,06/01/19,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4050
IndiGo,03/18/19,Bangalore,New Delhi,BLR ? HYD ? DEL,16:15,20:35,4h 20m,1 stop,No info,4437
Air India,06/01/19,Bangalore,New Delhi,BLR ? DEL,13:20,16:10,2h 50m,non-stop,No info,6961
Jet Airways,03/06/19,Bangalore,New Delhi,BLR ? BOM ? DEL,7:00,13:15,6h 15m,1 stop,No info,19225
Air India,03/06/19,Mumbai,Hyderabad,BOM ? JAI ? DEL ? HYD,11:35,07/03/21 19:25,31h 50m,2 stops,No info,17926
Jet Airways,06/12/19,Kolkata,Bangalore,CCU ? DEL ? BLR,9:35,19:10,9h 35m,1 stop,In-flight meal not included,10539
Jet Airways,03/06/19,Bangalore,New Delhi,BLR ? BOM ? DEL,21:25,07/03/21 10:25,13h,1 stop,No info,17261
Jet Airways,06/01/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,19:30,02/06/21 12:35,17h 5m,2 stops,In-flight meal not included,10368
SpiceJet,03/21/19,Kolkata,Bangalore,CCU ? BLR,17:15,19:45,2h 30m,non-stop,No info,3847
Jet Airways,06/27/19,New Delhi,Cochin,DEL ? BOM ? COK,11:30,19:00,7h 30m,1 stop,In-flight meal not included,10262
Jet Airways,06/24/19,New Delhi,Cochin,DEL ? BOM ? COK,21:50,25-06-21 4:25,6h 35m,1 stop,No info,14714
IndiGo,04/12/19,Kolkata,Bangalore,CCU ? BLR,17:15,19:50,2h 35m,non-stop,No info,4174
Multiple carriers,05/15/19,New Delhi,Cochin,DEL ? BOM ? COK,18:00,16-05-21 1:30,7h 30m,1 stop,No info,8073
Jet Airways,06/27/19,Bangalore,New Delhi,BLR ? DEL,17:45,20:45,3h,non-stop,No info,8016
IndiGo,06/21/19,Bangalore,New Delhi,BLR ? DEL,7:10,10:05,2h 55m,non-stop,No info,4823
Jet Airways,06/27/19,New Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,29-06-21 4:25,29h 20m,2 stops,In-flight meal not included,11150
Air India,03/03/19,Bangalore,New Delhi,BLR ? VGA ? DEL,10:30,22:55,12h 25m,1 stop,No info,11003
Multiple carriers,05/18/19,New Delhi,Cochin,DEL ? BOM ? COK,10:20,21:00,10h 40m,1 stop,No info,7670
IndiGo,06/01/19,Kolkata,Bangalore,CCU ? BLR,20:20,22:55,2h 35m,non-stop,No info,4804
Air India,03/03/19,New Delhi,Cochin,DEL ? AMD ? BOM ? COK,16:40,04/03/21 19:15,26h 35m,2 stops,No info,14221
Jet Airways,06/18/19,Mumbai,Hyderabad,BOM ? HYD,8:45,10:15,1h 30m,non-stop,In-flight meal not included,4995
Jet Airways,05/27/19,New Delhi,Cochin,DEL ? BOM ? COK,11:30,28-05-21 4:25,16h 55m,1 stop,In-flight meal not included,12898
Air India,05/06/19,Kolkata,Bangalore,CCU ? BOM ? COK ? BLR,9:25,07/05/21 15:05,29h 40m,2 stops,No info,11542
Multiple carriers,03/21/19,New Delhi,Cochin,DEL ? BOM ? COK,7:00,18:50,11h 50m,1 stop,No info,12402
IndiGo,05/15/19,New Delhi,Cochin,DEL ? HYD ? COK,14:20,22:30,8h 10m,1 stop,No info,6412
Multiple carriers,06/27/19,New Delhi,Cochin,DEL ? BOM ? COK,6:00,19:00,13h,1 stop,In-flight meal not included,10791
SpiceJet,06/18/19,Bangalore,New Delhi,BLR ? DEL,5:55,8:35,2h 40m,non-stop,No info,3625
IndiGo,06/09/19,New Delhi,Cochin,DEL ? HYD ? COK,16:10,22:30,6h 20m,1 stop,No info,6412
Jet Airways,05/27/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,9:40,28-05-21 12:35,26h 55m,2 stops,No info,15129
Air India,03/27/19,New Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,28-03-21 7:40,14h 25m,2 stops,No info,8367
Jet Airways,03/09/19,New Delhi,Cochin,DEL ? BOM ? COK,20:50,10/03/21 4:25,7h 35m,1 stop,No info,15554
Air India,05/18/19,New Delhi,Cochin,DEL ? MAA ? COK,9:45,19-05-21 9:25,23h 40m,1 stop,No info,8372
Vistara,05/12/19,Kolkata,Bangalore,CCU ? DEL ? BLR,20:20,13-05-21 9:05,12h 45m,1 stop,No info,9397
GoAir,03/03/19,Bangalore,New Delhi,BLR ? DEL,20:55,23:50,2h 55m,non-stop,No info,7222
SpiceJet,06/27/19,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,1965
Air India,03/18/19,Bangalore,New Delhi,BLR ? BOM ? UDR ? DEL,6:45,16-03-21 16:30,33h 45m,2 stops,No info,10835
Jet Airways,05/18/19,New Delhi,Cochin,DEL ? BOM ? COK,20:55,19-05-21 19:00,22h 5m,1 stop,No info,15554
Jet Airways,05/15/19,Kolkata,Bangalore,CCU ? BOM ? BLR,6:30,18:15,11h 45m,1 stop,In-flight meal not included,10844
Multiple carriers,06/12/19,New Delhi,Cochin,DEL ? BOM ? COK,10:00,21:00,11h,1 stop,No info,13587
Vistara,04/01/19,Kolkata,Bangalore,CCU ? DEL ? BLR,7:10,20:20,13h 10m,1 stop,No info,8452
Multiple carriers,05/21/19,New Delhi,Cochin,DEL ? BOM ? COK,6:00,12:35,6h 35m,1 stop,No info,9794
Jet Airways,05/21/19,Kolkata,Bangalore,CCU ? DEL ? BLR,17:00,22-05-21 18:00,25h,1 stop,No info,14151
SpiceJet,03/24/19,Kolkata,Bangalore,CCU ? MAA ? BLR,15:05,20:45,5h 40m,1 stop,No info,6197
Air India,05/27/19,New Delhi,Cochin,DEL ? LKO ? BOM ? COK,12:20,28-05-21 19:15,30h 55m,2 stops,No info,12488
Jet Airways,03/21/19,New Delhi,Cochin,DEL ? BOM ? COK,19:45,22-03-21 4:25,8h 40m,1 stop,No info,12557
IndiGo,03/15/19,Chennai,Kolkata,MAA ? CCU,14:40,17:05,2h 25m,non-stop,No info,6297
Jet Airways,05/15/19,Kolkata,Bangalore,CCU ? BOM ? BLR,16:30,22:35,6h 5m,1 stop,No info,14781
IndiGo,03/18/19,Mumbai,Hyderabad,BOM ? HYD,16:55,18:25,1h 30m,non-stop,No info,3175
Vistara,05/06/19,Bangalore,New Delhi,BLR ? DEL,9:45,12:35,2h 50m,non-stop,No info,4668
IndiGo,03/24/19,Kolkata,Bangalore,CCU ? BLR,15:20,17:55,2h 35m,non-stop,No info,6985
Air India,04/01/19,New Delhi,Cochin,DEL ? MAA ? COK,17:20,02/04/21 9:25,16h 5m,1 stop,No info,5117
Air India,06/15/19,New Delhi,Cochin,DEL ? CCU ? BOM ? COK,20:15,16-06-21 19:15,23h,2 stops,No info,13591
Jet Airways,06/18/19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,non-stop,No info,8016
Jet Airways,03/12/19,Bangalore,New Delhi,BLR ? BOM ? DEL,18:55,13-03-21 9:30,14h 35m,1 stop,In-flight meal not included,11087
Jet Airways,05/06/19,Kolkata,Bangalore,CCU ? BOM ? BLR,6:30,07/05/21 9:20,26h 50m,1 stop,In-flight meal not included,9663
Jet Airways,03/24/19,Kolkata,Bangalore,CCU ? BOM ? BLR,19:45,25-03-21 23:25,27h 40m,1 stop,No info,13759
Jet Airways,06/15/19,New Delhi,Cochin,DEL ? BOM ? COK,2:15,12:35,10h 20m,1 stop,No info,18371
Multiple carriers,03/21/19,New Delhi,Cochin,DEL ? BOM ? COK,9:10,19:15,10h 5m,1 stop,No info,8601
Vistara,05/06/19,Kolkata,Bangalore,CCU ? DEL ? BLR,20:20,07/05/21 20:20,24h,1 stop,No info,8610
Jet Airways,06/12/19,New Delhi,Cochin,DEL ? ATQ ? BOM ? COK,20:00,13-06-21 4:25,8h 25m,2 stops,In-flight meal not included,12410
Air Asia,06/12/19,Kolkata,Bangalore,CCU ? DEL ? BLR,22:40,13-06-21 10:40,12h,1 stop,No info,5192
Multiple carriers,03/27/19,New Delhi,Cochin,DEL ? BOM ? COK,9:00,18:50,9h 50m,1 stop,No info,11667
Air India,05/21/19,New Delhi,Cochin,DEL ? UDR ? BOM ? COK,13:20,22-05-21 19:15,29h 55m,2 stops,No info,13276
Jet Airways,05/09/19,New Delhi,Cochin,DEL ? BOM ? COK,13:00,10/05/21 4:25,15h 25m,1 stop,In-flight meal not included,12373
Jet Airways,03/27/19,New Delhi,Cochin,DEL ? BOM ? COK,16:00,28-03-21 4:25,12h 25m,1 stop,In-flight meal not included,6540
Vistara,05/18/19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No info,11982
SpiceJet,06/01/19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,non-stop,No info,3873
IndiGo,03/24/19,Bangalore,New Delhi,BLR ? DEL,22:20,22-03-21 1:10,2h 50m,non-stop,No info,3897
Jet Airways,05/15/19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,non-stop,In-flight meal not included,4030
Air India,05/06/19,Mumbai,Hyderabad,BOM ? HYD,13:55,15:25,1h 30m,non-stop,No info,3625
Jet Airways,06/06/19,Kolkata,Bangalore,CCU ? DEL ? BLR,20:25,07/06/21 14:25,18h,1 stop,No info,12692
Jet Airways,05/21/19,Kolkata,Bangalore,CCU ? BOM ? BLR,21:10,22-05-21 19:50,22h 40m,1 stop,In-flight meal not included,10844
Air India,05/12/19,Kolkata,Bangalore,CCU ? BBI ? BOM ? BLR,12:00,13-05-21 11:10,23h 10m,2 stops,No info,10676
IndiGo,06/09/19,Kolkata,Bangalore,CCU ? BLR,9:35,12:20,2h 45m,non-stop,No info,4804
IndiGo,05/09/19,Chennai,Kolkata,MAA ? CCU,19:35,21:55,2h 20m,non-stop,No info,3597
Air India,05/18/19,Kolkata,Bangalore,CCU ? BBI ? BOM ? BLR,12:00,19-05-21 18:30,30h 30m,2 stops,No info,10361
Multiple carriers,05/21/19,New Delhi,Cochin,DEL ? BOM ? COK,7:05,19:15,12h 10m,1 stop,In-flight meal not included,10711
Multiple carriers,05/09/19,New Delhi,Cochin,DEL ? BOM ? COK,7:05,19:15,12h 10m,1 stop,In-flight meal not included,11142
Jet Airways,06/06/19,New Delhi,Cochin,DEL ? BOM ? COK,22:50,07/06/21 19:00,20h 10m,1 stop,In-flight meal not included,10262
SpiceJet,03/09/19,Kolkata,Bangalore,CCU ? BLR,9:00,11:30,2h 30m,non-stop,No info,5515
Vistara,04/01/19,Kolkata,Bangalore,CCU ? DEL ? BLR,17:00,02/04/21 20:20,27h 20m,1 stop,No info,9135
Jet Airways,06/09/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,5:30,10/06/21 4:25,22h 55m,2 stops,In-flight meal not included,10368
Jet Airways,06/06/19,Kolkata,Bangalore,CCU ? BOM ? BLR,20:00,07/06/21 9:20,13h 20m,1 stop,No info,14571
IndiGo,06/01/19,New Delhi,Cochin,DEL ? BOM ? COK,10:35,02/06/21 1:30,14h 55m,1 stop,No info,6206
Jet Airways,03/06/19,New Delhi,Cochin,DEL ? BOM ? COK,7:05,18:50,11h 45m,1 stop,No info,17234
Jet Airways,05/21/19,New Delhi,Cochin,DEL ? BOM ? COK,19:45,22-05-21 4:25,8h 40m,1 stop,No info,16079
Jet Airways,06/01/19,New Delhi,Cochin,DEL ? BOM ? COK,7:05,12:35,5h 30m,1 stop,No info,16079
Jet Airways,05/27/19,New Delhi,Cochin,DEL ? BOM ? COK,15:00,28-05-21 12:35,21h 35m,1 stop,In-flight meal not included,12898
IndiGo,05/12/19,Mumbai,Hyderabad,BOM ? HYD,6:25,7:55,1h 30m,non-stop,No info,4049
Multiple carriers,05/15/19,New Delhi,Cochin,DEL ? BOM ? COK,15:00,16-05-21 1:30,10h 30m,1 stop,No info,13727
Multiple carriers,06/15/19,New Delhi,Cochin,DEL ? BOM ? COK,4:55,19:00,14h 5m,1 stop,No info,10678
IndiGo,03/21/19,New Delhi,Cochin,DEL ? BOM ? COK,20:30,22-03-21 1:35,5h 5m,1 stop,No info,6232
Jet Airways,06/03/19,Mumbai,Hyderabad,BOM ? HYD,7:05,8:30,1h 25m,non-stop,In-flight meal not included,4995
IndiGo,05/03/19,Kolkata,Bangalore,CCU ? BLR,14:25,16:55,2h 30m,non-stop,No info,5224
IndiGo,03/15/19,Kolkata,Bangalore,CCU ? BLR,9:35,12:20,2h 45m,non-stop,No info,4148
Jet Airways,06/27/19,New Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,28-06-21 19:00,19h 55m,2 stops,No info,12819
IndiGo,05/12/19,Bangalore,New Delhi,BLR ? DEL,23:30,13-05-21 2:20,2h 50m,non-stop,No info,4591
Vistara,05/01/19,Kolkata,Bangalore,CCU ? DEL ? BLR,7:10,02/05/21 10:45,27h 35m,1 stop,No info,9187
Jet Airways,05/24/19,Kolkata,Bangalore,CCU ? BOM ? BLR,14:05,23:35,9h 30m,1 stop,In-flight meal not included,10844
Multiple carriers,06/27/19,New Delhi,Cochin,DEL ? BOM ? COK,8:00,21:00,13h,1 stop,No info,13587
Multiple carriers,05/27/19,New Delhi,Cochin,DEL ? BOM ? COK,13:00,28-05-21 1:30,12h 30m,1 stop,No info,13377
Jet Airways,06/03/19,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4995
IndiGo,05/15/19,New Delhi,Cochin,DEL ? BOM ? COK,16:00,21:00,5h,1 stop,No info,6069
Air India,05/27/19,New Delhi,Cochin,DEL ? BOM ? COK,18:00,28-05-21 19:15,25h 15m,1 stop,No info,8372
IndiGo,03/06/19,New Delhi,Cochin,DEL ? BOM ? COK,6:40,21:00,14h 20m,1 stop,No info,14871
SpiceJet,04/01/19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,non-stop,No check-in baggage included,3841
Air India,04/01/19,Kolkata,Bangalore,CCU ? BOM ? HBX ? BLR,16:50,02/04/21 18:20,25h 30m,2 stops,No info,7893
Jet Airways,06/06/19,Bangalore,New Delhi,BLR ? DEL,11:10,14:05,2h 55m,non-stop,No info,8016
Air India,05/09/19,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,non-stop,No info,3100
Air India,05/09/19,Kolkata,Bangalore,CCU ? BOM ? BLR,9:25,18:30,9h 5m,1 stop,No info,8891
Jet Airways,03/18/19,Bangalore,New Delhi,BLR ? BOM ? DEL,11:40,16-03-21 7:40,20h,1 stop,No info,12284
Air Asia,05/06/19,Bangalore,New Delhi,BLR ? DEL,4:55,7:45,2h 50m,non-stop,No info,4282
Air India,03/12/19,Mumbai,Hyderabad,BOM ? JDH ? JAI ? DEL ? HYD,9:40,13-03-21 15:15,29h 35m,3 stops,No info,18293
Jet Airways,06/12/19,Kolkata,Bangalore,CCU ? DEL ? BLR,9:35,23:35,14h,1 stop,No info,12692
IndiGo,06/03/19,Kolkata,Bangalore,CCU ? BLR,17:15,19:50,2h 35m,non-stop,No info,4804
Air India,05/21/19,Kolkata,Bangalore,CCU ? BOM ? GOI ? BLR,9:25,22-05-21 5:35,20h 10m,2 stops,No info,11432
