,0,1,2,3,4,5,6,7,8,9,10
2824,IndiGo,12-05-19,Kolkata,Bangalore,CCU ? BLR,4:40,7:15,2h 35m,1,No info,4804
2825,IndiGo,24-03-19,Mumbai,Hyderabad,BOM ? HYD,19:05,20:30,1h 25m,1,No info,2754
2826,Jet Airways,15-05-19,Mumbai,Hyderabad,BOM ? HYD,2:55,4:20,1h 25m,1,In-flight meal not included,3210
2827,Jet Airways,18-06-19,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,1,No info,8040
2828,IndiGo,01-04-19,New Delhi,Cochin,DEL ? COK,14:20,17:35,3h 15m,1,No info,4729
2829,SpiceJet,12-06-19,Kolkata,Bangalore,CCU ? BLR,22:20,13-06-21 0:40,2h 20m,1,No check-in baggage included,3841
2830,IndiGo,03-03-19,Chennai,Kolkata,MAA ? CCU,13:20,15:35,2h 15m,1,No info,7295
2831,SpiceJet,01-05-19,Chennai,Kolkata,MAA ? CCU,9:45,12:00,2h 15m,1,No info,3597
2832,IndiGo,15-06-19,Chennai,Kolkata,MAA ? CCU,15:40,18:25,2h 45m,1,No info,3540
2833,Air Asia,24-06-19,Bangalore,New Delhi,BLR ? DEL,11:10,13:55,2h 45m,1,No info,3383
2834,Air Asia,18-04-19,Kolkata,Bangalore,CCU ? BLR,22:50,19-04-21 1:20,2h 30m,1,No info,4409
2835,IndiGo,09-05-19,Chennai,Kolkata,MAA ? CCU,7:55,10:15,2h 20m,1,No info,3850
2836,Vistara,06-06-19,Bangalore,New Delhi,BLR ? DEL,11:30,14:20,2h 50m,1,No info,4668
2837,Air India,06-05-19,Mumbai,Hyderabad,BOM ? HYD,6:20,7:40,1h 20m,1,No info,3625
2838,Air Asia,18-05-19,Kolkata,Bangalore,CCU ? BLR,19:55,22:25,2h 30m,1,No info,5989
2839,IndiGo,21-04-19,Bangalore,New Delhi,BLR ? DEL,4:00,6:50,2h 50m,1,No info,4423
2840,Jet Airways,18-06-19,New Delhi,Cochin,DEL ? COK,9:50,13:05,3h 15m,1,No info,9564
2841,Air India,06-06-19,Kolkata,Bangalore,CCU ? BLR,20:45,23:20,2h 35m,1,No info,4145
2842,IndiGo,03-05-19,Kolkata,Bangalore,CCU ? BLR,17:15,19:50,2h 35m,1,No info,4804
2843,Air India,01-06-19,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,1,No info,3100
2844,Vistara,06-06-19,Chennai,Kolkata,MAA ? CCU,7:05,9:20,2h 15m,1,No info,3687
2845,IndiGo,12-04-19,Bangalore,New Delhi,BLR ? DEL,16:55,19:55,3h,1,No info,4990
2846,IndiGo,18-05-19,New Delhi,Cochin,DEL ? COK,5:35,8:50,3h 15m,1,No info,6015
2847,SpiceJet,01-06-19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,1,No info,4174
2848,IndiGo,09-06-19,Chennai,Kolkata,MAA ? CCU,7:55,10:15,2h 20m,1,No info,3850
2849,Vistara,09-06-19,New Delhi,Cochin,DEL ? COK,14:40,17:50,3h 10m,1,No info,6216
2850,IndiGo,21-04-19,Bangalore,New Delhi,BLR ? DEL,0:30,3:25,2h 55m,1,No info,3943
2851,Vistara,24-03-19,Bangalore,New Delhi,BLR ? DEL,16:00,18:35,2h 35m,1,No info,11913
2852,IndiGo,09-03-19,Bangalore,New Delhi,BLR ? DEL,18:55,21:45,2h 50m,1,No info,6860
2853,IndiGo,12-03-19,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,1,No info,6297
2854,IndiGo,24-03-19,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,1,No info,4332
2855,Air India,21-03-19,New Delhi,Cochin,DEL ? COK,5:10,8:00,2h 50m,1,No info,5674
2856,Air India,24-06-19,New Delhi,Cochin,DEL ? COK,18:05,21:10,3h 5m,1,No info,5201
2857,Vistara,18-05-19,Bangalore,New Delhi,BLR ? DEL,17:00,19:35,2h 35m,1,No info,4878
2858,SpiceJet,06-06-19,Chennai,Kolkata,MAA ? CCU,8:20,10:35,2h 15m,1,No info,3597
2859,IndiGo,21-06-19,Bangalore,New Delhi,BLR ? DEL,13:00,15:50,2h 50m,1,No info,3943
2860,IndiGo,01-03-19,Bangalore,New Delhi,BLR ? DEL,16:55,19:45,2h 50m,1,No info,12649
2861,SpiceJet,03-03-19,Kolkata,Bangalore,CCU ? BLR,22:20,04-03-21 0:40,2h 20m,1,No info,5515
2862,IndiGo,06-04-19,Bangalore,New Delhi,BLR ? DEL,20:00,22:50,2h 50m,1,No info,4823
2863,SpiceJet,24-04-19,Kolkata,Bangalore,CCU ? BLR,22:20,25-04-21 0:40,2h 20m,1,No check-in baggage included,3841
2864,SpiceJet,18-05-19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,1,No check-in baggage included,3543
2865,IndiGo,09-06-19,Bangalore,New Delhi,BLR ? DEL,20:00,22:50,2h 50m,1,No info,4823
2866,Air Asia,24-03-19,Bangalore,New Delhi,BLR ? DEL,23:25,25-03-21 2:10,2h 45m,1,No info,4482
2867,Air India,03-03-19,New Delhi,Cochin,DEL ? COK,14:10,17:10,3h,1,No info,7931
2868,SpiceJet,27-05-19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,1,No check-in baggage included,3543
2869,GoAir,18-06-19,Bangalore,New Delhi,BLR ? DEL,7:45,10:40,2h 55m,1,No info,3419
2870,Air Asia,09-06-19,Bangalore,New Delhi,BLR ? DEL,23:55,10-06-21 2:45,2h 50m,1,No info,7120
2871,Air India,21-06-19,Mumbai,Hyderabad,BOM ? HYD,6:20,7:40,1h 20m,1,No info,3100
2872,SpiceJet,06-05-19,Mumbai,Hyderabad,BOM ? HYD,5:45,7:15,1h 30m,1,No info,2017
2873,SpiceJet,15-06-19,Mumbai,Hyderabad,BOM ? HYD,5:45,7:15,1h 30m,1,No check-in baggage included,2647
2874,SpiceJet,09-04-19,Bangalore,New Delhi,BLR ? DEL,9:30,12:20,2h 50m,1,No info,4423
2875,SpiceJet,15-04-19,Bangalore,New Delhi,BLR ? DEL,9:30,12:20,2h 50m,1,No check-in baggage included,4319
2876,Jet Airways,18-04-19,New Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,1,No info,9564
2877,Jet Airways,15-05-19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,1,No info,7229
2878,SpiceJet,18-04-19,Bangalore,New Delhi,BLR ? DEL,9:30,12:20,2h 50m,1,No check-in baggage included,5515
2879,SpiceJet,15-06-19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,1,No info,3873
2880,SpiceJet,21-04-19,Kolkata,Bangalore,CCU ? BLR,22:20,22-04-21 0:40,2h 20m,1,No check-in baggage included,4807
2881,SpiceJet,24-06-19,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,1,No check-in baggage included,1965
2882,Air Asia,01-06-19,Bangalore,New Delhi,BLR ? DEL,11:10,13:55,2h 45m,1,No info,4483
2883,IndiGo,12-04-19,Bangalore,New Delhi,BLR ? DEL,4:00,6:50,2h 50m,1,No info,4423
2884,Vistara,15-06-19,Bangalore,New Delhi,BLR ? DEL,9:45,12:35,2h 50m,1,No info,4878
2885,SpiceJet,09-05-19,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,1,No info,2227
2886,Air Asia,03-04-19,Kolkata,Bangalore,CCU ? BLR,19:55,22:25,2h 30m,1,No info,4107
2887,Jet Airways,18-05-19,Bangalore,New Delhi,BLR ? DEL,15:15,18:10,2h 55m,1,In-flight meal not included,4544
2888,Jet Airways,24-05-19,Bangalore,New Delhi,BLR ? DEL,18:55,22:00,3h 5m,1,In-flight meal not included,6144
2889,GoAir,15-03-19,Bangalore,New Delhi,BLR ? DEL,7:45,10:40,2h 55m,1,No info,5706
2890,Jet Airways,01-06-19,Bangalore,New Delhi,BLR ? DEL,15:15,18:10,2h 55m,1,In-flight meal not included,7229
2891,IndiGo,06-06-19,Chennai,Kolkata,MAA ? CCU,14:45,17:05,2h 20m,1,No info,3597
2892,Jet Airways,24-04-19,Bangalore,New Delhi,BLR ? DEL,18:55,22:00,3h 5m,1,In-flight meal not included,4544
2893,IndiGo,03-03-19,Kolkata,Bangalore,CCU ? BLR,10:10,12:55,2h 45m,1,No info,6565
2894,IndiGo,21-06-19,Chennai,Kolkata,MAA ? CCU,14:45,17:05,2h 20m,1,No info,3597
2895,Jet Airways,27-05-19,Bangalore,New Delhi,BLR ? DEL,17:45,20:45,3h,1,No info,7229
2896,IndiGo,06-04-19,Kolkata,Bangalore,CCU ? BLR,21:25,07-04-21 0:05,2h 40m,1,No info,4174
2897,Jet Airways,06-04-19,Bangalore,New Delhi,BLR ? DEL,7:10,10:10,3h,1,In-flight meal not included,4544
2898,Jet Airways,24-03-19,Bangalore,New Delhi,BLR ? DEL,2:00,4:45,2h 45m,1,No info,7229
2899,Vistara,01-06-19,Bangalore,New Delhi,BLR ? DEL,9:45,12:35,2h 50m,1,No info,4878
2900,Air Asia,06-04-19,Kolkata,Bangalore,CCU ? BLR,10:20,12:55,2h 35m,1,No info,3807
2901,SpiceJet,27-04-19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,1,No check-in baggage included,3841
2902,IndiGo,15-04-19,Bangalore,New Delhi,BLR ? DEL,8:30,11:20,2h 50m,1,No info,4823
2903,SpiceJet,27-05-19,Mumbai,Hyderabad,BOM ? HYD,5:45,7:15,1h 30m,1,No info,2017
2904,Jet Airways,21-06-19,Bangalore,New Delhi,BLR ? DEL,11:10,14:05,2h 55m,1,In-flight meal not included,5769
2905,SpiceJet,24-06-19,Bangalore,New Delhi,BLR ? DEL,5:55,8:35,2h 40m,1,No info,3625
2906,IndiGo,15-05-19,Mumbai,Hyderabad,BOM ? HYD,2:35,4:05,1h 30m,1,No info,2754
2907,Air India,03-03-19,Chennai,Kolkata,MAA ? CCU,11:40,13:55,2h 15m,1,No info,10810
2908,IndiGo,15-06-19,Chennai,Kolkata,MAA ? CCU,5:15,7:40,2h 25m,1,No info,3540
2909,Jet Airways,06-06-19,Bangalore,New Delhi,BLR ? DEL,18:55,22:00,3h 5m,1,No info,8016
2910,IndiGo,09-03-19,Bangalore,New Delhi,BLR ? DEL,10:30,13:20,2h 50m,1,No info,6860
2911,Air Asia,12-03-19,Kolkata,Bangalore,CCU ? BLR,22:50,13-03-21 1:20,2h 30m,1,No info,4082
2912,IndiGo,27-06-19,Bangalore,New Delhi,BLR ? DEL,18:55,21:50,2h 55m,1,No info,4990
2913,IndiGo,24-03-19,Bangalore,New Delhi,BLR ? DEL,16:55,19:45,2h 50m,1,No info,7303
2914,Jet Airways,24-05-19,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,1,In-flight meal not included,4995
2915,Jet Airways,09-06-19,Mumbai,Hyderabad,BOM ? HYD,7:05,8:30,1h 25m,1,No info,5678
2916,Jet Airways,09-06-19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,1,In-flight meal not included,7229
2917,IndiGo,06-04-19,Bangalore,New Delhi,BLR ? DEL,8:30,11:20,2h 50m,1,No info,4823
2918,IndiGo,27-03-19,Kolkata,Bangalore,CCU ? BLR,9:35,12:20,2h 45m,1,No info,4148
2919,IndiGo,01-05-19,Kolkata,Bangalore,CCU ? BLR,17:15,19:50,2h 35m,1,No info,4804
2920,IndiGo,18-03-19,Chennai,Kolkata,MAA ? CCU,19:35,21:55,2h 20m,1,No info,4332
2921,Jet Airways,24-06-19,Bangalore,New Delhi,BLR ? DEL,15:15,18:10,2h 55m,1,In-flight meal not included,5769
2922,Jet Airways,21-05-19,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,1,No info,8040
2923,Vistara,06-03-19,New Delhi,Cochin,DEL ? COK,6:00,9:10,3h 10m,1,No info,12411
2924,Jet Airways,24-03-19,Mumbai,Hyderabad,BOM ? HYD,15:50,17:20,1h 30m,1,No info,5678
2925,IndiGo,09-04-19,Kolkata,Bangalore,CCU ? BLR,22:15,10-04-21 0:50,2h 35m,1,No info,4174
2926,SpiceJet,24-05-19,Chennai,Kolkata,MAA ? CCU,9:45,12:00,2h 15m,1,No check-in baggage included,3543
2927,SpiceJet,21-03-19,Kolkata,Bangalore,CCU ? BLR,9:00,11:30,2h 30m,1,No info,4148
2928,IndiGo,01-03-19,Bangalore,New Delhi,BLR ? DEL,13:00,15:50,2h 50m,1,No info,19685
2929,Air India,01-03-19,Bangalore,New Delhi,BLR ? DEL,21:10,23:55,2h 45m,1,No info,25703
2930,SpiceJet,01-05-19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,1,No check-in baggage included,3543
2931,SpiceJet,06-04-19,Kolkata,Bangalore,CCU ? BLR,14:55,17:25,2h 30m,1,No check-in baggage included,3841
2932,Jet Airways,09-06-19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,1,In-flight meal not included,3210
2933,SpiceJet,15-06-19,Mumbai,Hyderabad,BOM ? HYD,5:45,7:15,1h 30m,1,No info,2753
2934,SpiceJet,27-05-19,Bangalore,New Delhi,BLR ? DEL,21:10,28-05-21 0:05,2h 55m,1,No info,3311
2935,SpiceJet,21-03-19,Kolkata,Bangalore,CCU ? BLR,17:15,19:45,2h 30m,1,No info,3847
2936,IndiGo,21-05-19,Kolkata,Bangalore,CCU ? BLR,21:25,22-05-21 0:05,2h 40m,1,No info,4804
2937,SpiceJet,09-05-19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,1,No info,3873
2938,SpiceJet,24-06-19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,1,No check-in baggage included,3841
2939,Vistara,12-06-19,Bangalore,New Delhi,BLR ? DEL,9:45,12:35,2h 50m,1,No info,4668
2940,Jet Airways,24-06-19,New Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,1,No info,9564
2941,SpiceJet,24-06-19,Bangalore,New Delhi,BLR ? DEL,9:30,12:20,2h 50m,1,No info,3625
2942,Jet Airways,06-06-19,Bangalore,New Delhi,BLR ? DEL,7:10,10:10,3h,1,No info,8016
2943,IndiGo,03-06-19,Kolkata,Bangalore,CCU ? BLR,11:30,14:05,2h 35m,1,No info,4804
2944,Air India,12-05-19,Mumbai,Hyderabad,BOM ? HYD,6:20,7:40,1h 20m,1,No info,3100
2945,Jet Airways,15-03-19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,1,In-flight meal not included,2759
2946,GoAir,15-04-19,Bangalore,New Delhi,BLR ? DEL,20:55,23:40,2h 45m,1,No info,3898
2947,SpiceJet,18-03-19,Bangalore,New Delhi,BLR ? DEL,5:45,8:35,2h 50m,1,No check-in baggage included,4273
2948,SpiceJet,24-05-19,Bangalore,New Delhi,BLR ? DEL,5:55,8:35,2h 40m,1,No info,3311
2949,Jet Airways,03-03-19,Mumbai,Hyderabad,BOM ? HYD,2:55,4:25,1h 30m,1,No info,5678
2950,Air Asia,18-05-19,Bangalore,New Delhi,BLR ? DEL,23:55,19-05-21 2:45,2h 50m,1,No info,4483
2951,IndiGo,03-03-19,Bangalore,New Delhi,BLR ? DEL,7:10,10:05,2h 55m,1,No info,7648
2952,IndiGo,27-06-19,Mumbai,Hyderabad,BOM ? HYD,6:25,7:55,1h 30m,1,No info,4049
2953,SpiceJet,18-04-19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,1,No info,3873
2954,Jet Airways,21-06-19,Bangalore,New Delhi,BLR ? DEL,19:50,22:50,3h,1,No info,8541
2955,IndiGo,01-06-19,Chennai,Kolkata,MAA ? CCU,14:45,17:05,2h 20m,1,No info,3597
2956,SpiceJet,27-05-19,Bangalore,New Delhi,BLR ? DEL,9:30,12:20,2h 50m,1,No check-in baggage included,3573
2957,IndiGo,03-05-19,Chennai,Kolkata,MAA ? CCU,19:35,21:55,2h 20m,1,No info,3597
2958,Vistara,12-04-19,Bangalore,New Delhi,BLR ? DEL,11:30,14:20,2h 50m,1,No info,5403
2959,Jet Airways,24-06-19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,1,In-flight meal not included,5769
2960,Air Asia,24-03-19,Kolkata,Bangalore,CCU ? BLR,10:20,12:55,2h 35m,1,No info,5620
2961,IndiGo,18-06-19,New Delhi,Cochin,DEL ? COK,5:35,8:50,3h 15m,1,No info,5000
2962,Air India,06-05-19,New Delhi,Cochin,,9:45,07-05-21 9:25,23h 40m,1,No info,7480
2963,Jet Airways,24-05-19,Mumbai,Hyderabad,BOM ? HYD,2:55,4:20,1h 25m,1,In-flight meal not included,4995
2964,IndiGo,01-03-19,Chennai,Kolkata,MAA ? CCU,7:55,10:15,2h 20m,1,No info,8580
2965,Jet Airways,27-04-19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,1,In-flight meal not included,5198
2966,Jet Airways,06-05-19,Mumbai,Hyderabad,BOM ? HYD,7:05,8:30,1h 25m,1,No info,8040
2967,SpiceJet,27-03-19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,1,No check-in baggage included,3332
2968,IndiGo,21-03-19,Mumbai,Hyderabad,BOM ? HYD,9:10,10:35,1h 25m,1,No info,4049
2969,Air India,12-06-19,Bangalore,New Delhi,BLR ? DEL,21:05,23:55,2h 50m,1,No info,5228
2970,SpiceJet,21-05-19,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,1,No info,2017
2971,Jet Airways,06-06-19,Bangalore,New Delhi,BLR ? DEL,19:50,22:50,3h,1,No info,8016
2972,SpiceJet,18-05-19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,1,No info,4174
2973,Vistara,12-06-19,Bangalore,New Delhi,BLR ? DEL,17:00,19:35,2h 35m,1,No info,4878
2974,SpiceJet,01-04-19,Bangalore,New Delhi,BLR ? DEL,9:30,12:20,2h 50m,1,No info,3971
2975,SpiceJet,01-05-19,Bangalore,New Delhi,BLR ? DEL,9:30,12:20,2h 50m,1,No info,4423
2976,SpiceJet,06-04-19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,1,No check-in baggage included,3841
2977,IndiGo,24-06-19,Kolkata,Bangalore,CCU ? BLR,15:15,17:45,2h 30m,1,No info,4804
2978,IndiGo,12-06-19,New Delhi,Cochin,DEL ? COK,14:25,17:40,3h 15m,1,No info,5601
2979,IndiGo,21-05-19,Bangalore,New Delhi,BLR ? DEL,10:10,13:00,2h 50m,1,No info,3943
2980,IndiGo,24-03-19,Bangalore,New Delhi,BLR ? DEL,4:00,6:50,2h 50m,1,No info,4777
2981,IndiGo,27-04-19,Kolkata,Bangalore,CCU ? BLR,11:30,14:05,2h 35m,1,No info,4804
2982,Vistara,03-03-19,Bangalore,New Delhi,BLR ? DEL,16:00,18:35,2h 35m,1,No info,13383
2983,Air Asia,03-03-19,Bangalore,New Delhi,BLR ? DEL,23:25,07-03-21 2:10,2h 45m,1,No info,6477
2984,Jet Airways,12-05-19,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,1,No info,5678
2985,Jet Airways,18-05-19,Bangalore,New Delhi,BLR ? DEL,19:50,22:50,3h,1,In-flight meal not included,5198
2986,IndiGo,03-05-19,Mumbai,Hyderabad,BOM ? HYD,6:25,7:55,1h 30m,1,No info,4049
2987,Air Asia,15-06-19,Bangalore,New Delhi,BLR ? DEL,11:10,13:55,2h 45m,1,No info,3383
2988,Air Asia,15-05-19,Kolkata,Bangalore,CCU ? BLR,22:50,16-05-21 1:20,2h 30m,1,No info,4107
2989,Jet Airways,15-03-19,Mumbai,Hyderabad,BOM ? HYD,2:55,4:25,1h 30m,1,In-flight meal not included,2071
2990,Jet Airways,09-06-19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,1,No info,8016
2991,IndiGo,06-06-19,Kolkata,Bangalore,CCU ? BLR,21:25,07-06-21 0:05,2h 40m,1,No info,4804
2992,GoAir,12-05-19,Bangalore,New Delhi,BLR ? DEL,20:55,23:40,2h 45m,1,No info,3419
2993,IndiGo,12-04-19,Kolkata,Bangalore,CCU ? BLR,22:15,13-04-21 0:50,2h 35m,1,No info,4174
2994,Vistara,03-06-19,Bangalore,New Delhi,BLR ? DEL,7:00,9:40,2h 40m,1,No info,4668
2995,SpiceJet,24-05-19,Mumbai,Hyderabad,BOM ? HYD,22:45,25-05-21 0:15,1h 30m,1,No check-in baggage included,1965
2996,IndiGo,01-06-19,Mumbai,Hyderabad,BOM ? HYD,6:25,7:55,1h 30m,1,No info,4049
2997,Air India,12-04-19,Kolkata,Bangalore,CCU ? BLR,14:15,16:45,2h 30m,1,No info,5195
2998,IndiGo,18-05-19,Kolkata,Bangalore,CCU ? BLR,20:20,22:55,2h 35m,1,No info,4804
2999,IndiGo,03-03-19,Bangalore,New Delhi,BLR ? DEL,13:00,15:50,2h 50m,1,No info,7648
3000,IndiGo,03-05-19,Chennai,Kolkata,MAA ? CCU,7:55,10:15,2h 20m,1,No info,3850
3001,Air India,15-04-19,Bangalore,New Delhi,BLR ? DEL,10:00,12:45,2h 45m,1,No info,6121
3002,IndiGo,18-06-19,Chennai,Kolkata,MAA ? CCU,5:15,7:40,2h 25m,1,No info,3540
3003,IndiGo,03-06-19,Chennai,Kolkata,MAA ? CCU,22:05,04-06-21 0:25,2h 20m,1,No info,5277
3004,SpiceJet,24-06-19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,1,No check-in baggage included,3841
3005,IndiGo,24-06-19,Mumbai,Hyderabad,BOM ? HYD,1:40,3:10,1h 30m,1,No info,2754
3006,Vistara,12-06-19,Chennai,Kolkata,MAA ? CCU,7:05,9:20,2h 15m,1,No info,3687
3007,IndiGo,03-05-19,Bangalore,New Delhi,BLR ? DEL,21:15,04-05-21 0:15,3h,1,No info,3943
3008,Vistara,09-04-19,Bangalore,New Delhi,BLR ? DEL,7:00,9:40,2h 40m,1,No info,5403
3009,Jet Airways,21-03-19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,1,No info,5678
3010,Vistara,27-04-19,Bangalore,New Delhi,BLR ? DEL,11:30,14:20,2h 50m,1,No info,5403
3011,Vistara,27-06-19,Bangalore,New Delhi,BLR ? DEL,21:00,23:50,2h 50m,1,No info,4878
3012,IndiGo,24-03-19,Bangalore,New Delhi,BLR ? DEL,1:30,4:15,2h 45m,1,No info,4777
3013,Air India,06-06-19,Mumbai,Hyderabad,BOM ? HYD,13:55,15:25,1h 30m,1,No info,3625
3014,IndiGo,03-04-19,Kolkata,Bangalore,CCU ? BLR,15:15,17:45,2h 30m,1,No info,4174
3015,IndiGo,24-05-19,Bangalore,New Delhi,BLR ? DEL,18:25,21:20,2h 55m,1,No info,4823
3016,IndiGo,12-06-19,Mumbai,Hyderabad,BOM ? HYD,20:05,21:40,1h 35m,1,No info,2227
3017,IndiGo,09-03-19,Bangalore,New Delhi,BLR ? DEL,0:40,3:25,2h 45m,1,No info,4545
3018,IndiGo,21-03-19,Kolkata,Bangalore,CCU ? BLR,17:15,19:55,2h 40m,1,No info,4148
3019,IndiGo,12-03-19,Kolkata,Bangalore,CCU ? BLR,15:10,17:45,2h 35m,1,No info,4148
3020,Jet Airways,24-05-19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,1,In-flight meal not included,4030
3021,IndiGo,27-06-19,New Delhi,Cochin,DEL ? COK,14:25,17:40,3h 15m,1,No info,5000
3022,Jet Airways,01-06-19,Bangalore,New Delhi,BLR ? DEL,18:55,22:00,3h 5m,1,In-flight meal not included,7229
3023,Air Asia,27-03-19,Kolkata,Bangalore,CCU ? BLR,22:50,28-03-21 1:20,2h 30m,1,No info,3782
3024,IndiGo,09-05-19,Kolkata,Bangalore,CCU ? BLR,15:30,18:05,2h 35m,1,No info,4804
3025,Air India,15-06-19,Bangalore,New Delhi,BLR ? DEL,17:00,19:45,2h 45m,1,No info,7171
3026,IndiGo,03-05-19,Chennai,Kolkata,MAA ? CCU,22:05,04-05-21 0:25,2h 20m,1,No info,5277
3027,Jet Airways,09-06-19,Bangalore,New Delhi,BLR ? DEL,17:45,20:45,3h,1,No info,8016
3028,Air Asia,03-06-19,Bangalore,New Delhi,BLR ? DEL,11:10,13:55,2h 45m,1,No info,4483
3029,Jet Airways,12-06-19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,1,In-flight meal not included,6478
3030,Jet Airways,03-06-19,Bangalore,New Delhi,BLR ? DEL,19:50,22:50,3h,1,No info,8016
3031,Air India,12-06-19,Kolkata,Bangalore,CCU ? BLR,20:45,23:20,2h 35m,1,No info,4145
3032,IndiGo,24-03-19,Kolkata,Bangalore,CCU ? BLR,9:35,12:20,2h 45m,1,No info,6038
3033,Air Asia,21-05-19,Kolkata,Bangalore,CCU ? BLR,22:50,22-05-21 1:20,2h 30m,1,No info,4107
3034,Vistara,24-05-19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,1,No info,11982
3035,Jet Airways,01-04-19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,1,No info,5678
3036,Jet Airways,27-05-19,Mumbai,Hyderabad,BOM ? HYD,2:55,4:20,1h 25m,1,No info,5678
3037,Jet Airways,27-06-19,Mumbai,Hyderabad,BOM ? HYD,2:55,4:20,1h 25m,1,In-flight meal not included,3210
3038,Air India,15-05-19,Bangalore,New Delhi,BLR ? DEL,6:10,8:55,2h 45m,1,No info,6961
3039,IndiGo,03-06-19,Bangalore,New Delhi,BLR ? DEL,18:25,21:20,2h 55m,1,No info,4823
3040,IndiGo,03-05-19,Kolkata,Bangalore,CCU ? BLR,4:40,7:15,2h 35m,1,No info,4804
3041,IndiGo,03-03-19,New Delhi,Cochin,DEL ? COK,21:05,04-03-21 0:20,3h 15m,1,No info,7673
3042,IndiGo,21-04-19,New Delhi,Cochin,DEL ? COK,5:35,8:50,3h 15m,1,No info,6015
3043,IndiGo,24-04-19,Kolkata,Bangalore,CCU ? BLR,11:30,14:05,2h 35m,1,No info,4804
3044,IndiGo,03-04-19,Mumbai,Hyderabad,BOM ? HYD,19:05,20:35,1h 30m,1,No info,2754
3045,Jet Airways,03-04-19,Mumbai,Hyderabad,BOM ? HYD,2:55,4:20,1h 25m,1,In-flight meal not included,2228
3046,GoAir,27-06-19,Bangalore,New Delhi,BLR ? DEL,7:45,10:40,2h 55m,1,No info,3419
3047,Air India,09-06-19,Mumbai,Hyderabad,BOM ? HYD,13:55,15:25,1h 30m,1,No info,3100
3048,Jet Airways,24-04-19,Bangalore,New Delhi,BLR ? DEL,19:50,22:50,3h,1,In-flight meal not included,4544
3049,Jet Airways,27-05-19,Mumbai,Hyderabad,BOM ? HYD,2:55,4:20,1h 25m,1,In-flight meal not included,4050
3050,Air Asia,01-03-19,Kolkata,Bangalore,CCU ? BLR,10:20,12:55,2h 35m,1,No info,5620
3051,Air Asia,03-05-19,Kolkata,Bangalore,CCU ? BLR,19:55,22:25,2h 30m,1,No info,5989
3052,Jet Airways,27-04-19,Bangalore,New Delhi,BLR ? DEL,19:50,22:50,3h,1,In-flight meal not included,4544
3053,Vistara,01-03-19,Bangalore,New Delhi,BLR ? DEL,19:40,22:20,2h 40m,1,No info,21730
3054,IndiGo,18-06-19,Bangalore,New Delhi,BLR ? DEL,4:00,6:50,2h 50m,1,No info,3943
3055,SpiceJet,18-06-19,Bangalore,New Delhi,BLR ? DEL,5:55,8:35,2h 40m,1,No check-in baggage included,3573
3056,SpiceJet,15-05-19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,1,No check-in baggage included,3841
3057,Air India,18-03-19,New Delhi,Cochin,DEL ? COK,18:05,21:10,3h 5m,1,No info,4729
