Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,06/12/19,Kolkata,Bangalore,CCU ? BOM ? BLR,20:00,13-06-21 12:00,16h,1 stop,In-flight meal not included,8529
Air India,05/01/19,Kolkata,Bangalore,CCU ? IXR ? DEL ? BLR,5:50,02/05/21 16:15,34h 25m,2 stops,No info,10991
IndiGo,04/18/19,New Delhi,Cochin,DEL ? COK,5:35,8:50,3h 15m,non-stop,No info,6015
IndiGo,05/27/19,New Delhi,Cochin,DEL ? BOM ? COK,11:25,21:00,9h 35m,1 stop,No info,6314
IndiGo,06/24/19,Chennai,Kolkata,MAA ? CCU,7:55,10:15,2h 20m,non-stop,No info,3850
Jet Airways,03/21/19,Bangalore,New Delhi,BLR ? BOM ? DEL,11:40,20:20,8h 40m,1 stop,In-flight meal not included,7832
SpiceJet,04/15/19,Kolkata,Bangalore,CCU ? BLR,22:20,16-04-21 0:40,2h 20m,non-stop,No info,3873
IndiGo,03/15/19,Mumbai,Hyderabad,BOM ? HYD,9:10,10:40,1h 30m,non-stop,No info,4049
Jet Airways,03/21/19,New Delhi,Cochin,DEL ? BDQ ? BOM ? COK,10:45,22-03-21 18:50,32h 5m,2 stops,In-flight meal not included,7791
Air India,05/24/19,Kolkata,Bangalore,CCU ? BOM ? COK ? BLR,9:25,25-05-21 13:45,28h 20m,2 stops,No info,12592
Jet Airways,05/21/19,Mumbai,Hyderabad,BOM ? HYD,7:05,8:30,1h 25m,non-stop,In-flight meal not included,4995
Multiple carriers,06/06/19,New Delhi,Cochin,DEL ? BOM ? COK,8:30,19:15,10h 45m,1 stop,No info,7677
IndiGo,06/15/19,Kolkata,Bangalore,CCU ? BLR,14:25,16:55,2h 30m,non-stop,No info,4804
Multiple carriers,06/03/19,New Delhi,Cochin,DEL ? BOM ? COK,8:30,19:00,10h 30m,1 stop,No info,11200
Air India,03/01/19,Bangalore,New Delhi,BLR ? HYD ? VGA ? DEL,17:00,02/03/21 22:55,29h 55m,2 stops,No info,14887
Air India,03/21/19,New Delhi,Cochin,DEL ? BOM ? COK,13:00,19:15,6h 15m,1 stop,No info,7934
Air India,04/21/19,New Delhi,Cochin,DEL ? COK,5:10,8:00,2h 50m,non-stop,No info,6094
IndiGo,06/24/19,New Delhi,Cochin,DEL ? BOM ? COK,16:00,25-06-21 1:30,9h 30m,1 stop,No info,6316
Jet Airways,05/21/19,Kolkata,Bangalore,CCU ? BOM ? BLR,14:05,22-05-21 8:15,18h 10m,1 stop,In-flight meal not included,9663
IndiGo,03/09/19,New Delhi,Cochin,DEL ? HYD ? MAA ? COK,6:40,21:20,14h 40m,2 stops,No info,8146
SpiceJet,06/15/19,Mumbai,Hyderabad,BOM ? HYD,5:45,7:15,1h 30m,non-stop,No check-in baggage included,2647
Multiple carriers,03/21/19,New Delhi,Cochin,DEL ? HYD ? COK,7:10,16:10,9h,1 stop,In-flight meal not included,5999
Vistara,05/09/19,Kolkata,Bangalore,CCU ? DEL ? BLR,20:20,10/05/21 10:45,14h 25m,1 stop,No info,8452
Air India,03/01/19,Bangalore,New Delhi,BLR ? VGA ? VTZ ? DEL,10:30,17:45,7h 15m,2 stops,Change airports,17461
Air India,03/09/19,Bangalore,New Delhi,BLR ? MAA ? DEL,11:50,23:55,12h 5m,1 stop,No info,10972
IndiGo,03/24/19,Bangalore,New Delhi,BLR ? DEL,13:00,15:50,2h 50m,non-stop,No info,5694
SpiceJet,03/27/19,Kolkata,Bangalore,CCU ? BLR,22:20,28-03-21 0:40,2h 20m,non-stop,No check-in baggage included,3815
Jet Airways,03/01/19,Bangalore,New Delhi,BLR ? BOM ? DEL,18:40,02/03/21 0:45,6h 5m,1 stop,No info,35185
Jet Airways,06/12/19,Kolkata,Bangalore,CCU ? BOM ? BLR,6:30,16:20,9h 50m,1 stop,In-flight meal not included,9899
IndiGo,05/12/19,Bangalore,New Delhi,BLR ? DEL,10:10,13:00,2h 50m,non-stop,No info,3943
Jet Airways,03/21/19,Bangalore,New Delhi,BLR ? BOM ? DEL,14:05,19-03-21 11:25,21h 20m,1 stop,In-flight meal not included,7832
Jet Airways,05/18/19,New Delhi,Cochin,DEL ? BOM ? COK,8:00,19-05-21 4:25,20h 25m,1 stop,In-flight meal not included,12373
Jet Airways,05/21/19,Kolkata,Bangalore,CCU ? BOM ? BLR,21:10,22-05-21 9:20,12h 10m,1 stop,In-flight meal not included,10844
Vistara,05/24/19,Bangalore,New Delhi,BLR ? DEL,21:00,23:50,2h 50m,non-stop,No info,5613
SpiceJet,04/24/19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,non-stop,No info,3873
Air India,03/21/19,New Delhi,Cochin,DEL ? MAA ? COK,12:30,22-03-21 9:25,20h 55m,1 stop,No info,6482
IndiGo,05/01/19,Bangalore,New Delhi,BLR ? DEL,10:10,13:00,2h 50m,non-stop,No info,3943
Jet Airways,05/12/19,Kolkata,Bangalore,CCU ? BOM ? BLR,16:30,13-05-21 9:20,16h 50m,1 stop,In-flight meal not included,9663
IndiGo,06/15/19,Bangalore,New Delhi,BLR ? DEL,10:10,13:00,2h 50m,non-stop,No info,3943
GoAir,04/06/19,New Delhi,Cochin,DEL ? BOM ? COK,7:00,12:55,5h 55m,1 stop,No info,5135
SpiceJet,04/03/19,Kolkata,Bangalore,CCU ? BLR,22:20,04/04/21 0:40,2h 20m,non-stop,No info,3873
Jet Airways,04/06/19,New Delhi,Cochin,DEL ? BOM ? COK,13:00,19:00,6h,1 stop,In-flight meal not included,5177
IndiGo,03/21/19,New Delhi,Cochin,DEL ? BOM ? COK,4:45,13:20,8h 35m,1 stop,No info,7738
Jet Airways,06/09/19,New Delhi,Cochin,DEL ? BOM ? COK,22:50,10/06/21 12:35,13h 45m,1 stop,In-flight meal not included,10262
IndiGo,03/27/19,New Delhi,Cochin,DEL ? BOM ? COK,9:10,15:30,6h 20m,1 stop,No info,10141
IndiGo,03/27/19,Chennai,Kolkata,MAA ? CCU,7:55,10:15,2h 20m,non-stop,No info,3384
Air India,06/12/19,New Delhi,Cochin,DEL ? BLR ? COK,17:40,13-06-21 8:15,14h 35m,1 stop,No info,8991
Air India,04/01/19,Kolkata,Bangalore,CCU ? DEL ? BLR,20:30,02/04/21 12:00,15h 30m,1 stop,No info,7893
Jet Airways,05/18/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,9:40,19-05-21 12:35,26h 55m,2 stops,No info,15129
Jet Airways,06/24/19,New Delhi,Cochin,DEL ? BOM ? COK,11:30,25-06-21 12:35,25h 5m,1 stop,In-flight meal not included,10262
Jet Airways,03/27/19,New Delhi,Cochin,DEL ? IDR ? BOM ? COK,5:25,28-03-21 4:25,23h,2 stops,No info,11664
Multiple carriers,06/03/19,New Delhi,Cochin,DEL ? BOM ? COK,13:00,21:00,8h,1 stop,No info,7408
Multiple carriers,06/15/19,New Delhi,Cochin,DEL ? BOM ? COK,10:20,19:00,8h 40m,1 stop,No info,11789
Jet Airways,05/15/19,Kolkata,Bangalore,CCU ? GAU ? BLR,10:20,17:35,7h 15m,1 stop,No info,8355
Multiple carriers,06/03/19,New Delhi,Cochin,DEL ? BOM ? COK,13:00,19:15,6h 15m,1 stop,No info,14848
Air India,03/12/19,Bangalore,New Delhi,BLR ? BOM ? DEL,6:45,23:15,16h 30m,1 stop,No info,11602
Jet Airways,04/01/19,Kolkata,Bangalore,CCU ? DEL ? BLR,20:25,02/04/21 15:05,18h 40m,1 stop,No info,11467
IndiGo,04/03/19,New Delhi,Cochin,DEL ? BOM ? COK,20:25,04/04/21 1:30,5h 5m,1 stop,No info,5073
Jet Airways,03/01/19,Bangalore,New Delhi,BLR ? BOM ? DEL,8:00,02/03/21 5:05,21h 5m,1 stop,No info,22270
IndiGo,06/06/19,New Delhi,Cochin,DEL ? HYD ? COK,16:10,22:30,6h 20m,1 stop,No info,6938
Multiple carriers,03/03/19,New Delhi,Cochin,DEL ? BOM ? COK,8:00,18:50,10h 50m,1 stop,No info,15342
Jet Airways,05/21/19,Kolkata,Bangalore,CCU ? DEL ? BLR,17:00,22-05-21 14:25,21h 25m,1 stop,No info,11467
Air India,05/09/19,New Delhi,Cochin,DEL ? MAA ? COK,20:40,10/05/21 9:25,12h 45m,1 stop,No info,7480
Jet Airways,06/12/19,New Delhi,Cochin,DEL ? BOM ? COK,16:00,13-06-21 12:35,20h 35m,1 stop,In-flight meal not included,10262
IndiGo,04/27/19,New Delhi,Cochin,DEL ? COK,5:35,8:50,3h 15m,non-stop,No info,6015
Air India,06/09/19,Kolkata,Bangalore,CCU ? DEL ? BLR,7:00,20:25,13h 25m,1 stop,No info,10413
Jet Airways,03/06/19,New Delhi,Cochin,DEL ? UDR ? BOM ? COK,17:55,08/03/21 4:25,34h 30m,2 stops,In-flight meal not included,15812
IndiGo,05/01/19,New Delhi,Cochin,DEL ? BOM ? COK,7:30,21:00,13h 30m,1 stop,No info,8542
Jet Airways,03/12/19,Bangalore,New Delhi,BLR ? BOM ? DEL,21:25,13-03-21 12:25,15h,1 stop,No info,13817
Multiple carriers,05/27/19,New Delhi,Cochin,DEL ? BOM ? COK,6:40,19:15,12h 35m,1 stop,No info,8837
Multiple carriers,06/15/19,New Delhi,Cochin,DEL ? HYD ? COK,7:05,16:10,9h 5m,1 stop,No info,9646
Multiple carriers Premium economy,03/21/19,New Delhi,Cochin,DEL ? BOM ? COK,7:30,19:15,11h 45m,1 stop,No info,10161
Vistara,03/12/19,Mumbai,Hyderabad,BOM ? DEL ? HYD,7:30,13-03-21 9:25,25h 55m,1 stop,No info,12080
Multiple carriers,03/27/19,New Delhi,Cochin,DEL ? HYD ? MAA ? COK,9:45,21:20,11h 35m,2 stops,No info,6653
Multiple carriers,05/21/19,New Delhi,Cochin,DEL ? BOM ? COK,12:50,22-05-21 1:30,12h 40m,1 stop,No info,7485
Air Asia,03/24/19,Kolkata,Bangalore,CCU ? BLR,10:20,12:55,2h 35m,non-stop,No info,5620
Jet Airways,04/09/19,New Delhi,Cochin,DEL ? BOM ? COK,17:30,10/04/21 12:35,19h 5m,1 stop,No info,11822
IndiGo,03/27/19,New Delhi,Cochin,DEL ? BOM ? COK,20:30,28-03-21 1:35,5h 5m,1 stop,No info,5073
IndiGo,03/24/19,Kolkata,Bangalore,CCU ? BLR,17:15,20:00,2h 45m,non-stop,No info,6565
IndiGo,03/12/19,Mumbai,Hyderabad,BOM ? HYD,6:20,7:45,1h 25m,non-stop,No info,4049
Multiple carriers,05/15/19,New Delhi,Cochin,DEL ? BOM ? COK,11:30,19:15,7h 45m,1 stop,No info,14323
Vistara,03/06/19,Mumbai,Hyderabad,BOM ? DEL ? HYD,11:55,22:55,11h,1 stop,No info,12395
Jet Airways,03/21/19,Bangalore,New Delhi,BLR ? BOM ? DEL,14:05,19-03-21 7:40,17h 35m,1 stop,In-flight meal not included,7832
Jet Airways,06/03/19,Bangalore,New Delhi,BLR ? DEL,19:50,22:50,3h,non-stop,No info,8016
IndiGo,03/09/19,New Delhi,Cochin,DEL ? BOM ? COK,17:30,10/03/21 1:35,8h 5m,1 stop,No info,12351
Air India,06/15/19,New Delhi,Cochin,DEL ? HYD ? MAA ? COK,7:05,16-06-21 9:25,26h 20m,2 stops,No info,10975
Air India,05/24/19,Kolkata,Bangalore,CCU ? BOM ? BLR,9:25,25-05-21 7:55,22h 30m,1 stop,No info,8366
Air India,03/03/19,Bangalore,New Delhi,BLR ? DEL,21:10,23:55,2h 45m,non-stop,No info,7591
Air India,05/24/19,Kolkata,Bangalore,CCU ? DEL ? BLR,7:00,20:25,13h 25m,1 stop,No info,10413
Jet Airways,03/12/19,Bangalore,New Delhi,BLR ? BOM ? DEL,22:55,13-03-21 7:40,8h 45m,1 stop,In-flight meal not included,11087
Multiple carriers,06/27/19,New Delhi,Cochin,DEL ? BOM ? COK,18:15,28-06-21 1:30,7h 15m,1 stop,No info,13377
Jet Airways,06/01/19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,non-stop,In-flight meal not included,7229
Multiple carriers,05/18/19,New Delhi,Cochin,DEL ? HYD ? COK,7:05,22:30,15h 25m,1 stop,No info,10348
Jet Airways,05/18/19,New Delhi,Cochin,DEL ? BOM ? COK,14:00,19-05-21 12:35,22h 35m,1 stop,In-flight meal not included,12373
Jet Airways,03/21/19,New Delhi,Cochin,DEL ? BOM ? COK,16:00,22-03-21 18:50,26h 50m,1 stop,In-flight meal not included,5963
IndiGo,06/18/19,Bangalore,New Delhi,BLR ? DEL,22:10,19-06-21 1:00,2h 50m,non-stop,No info,3419
Vistara,03/15/19,New Delhi,Cochin,DEL ? COK,14:55,17:50,2h 55m,non-stop,No info,6688
Multiple carriers,06/03/19,New Delhi,Cochin,DEL ? BOM ? COK,12:50,21:00,8h 10m,1 stop,No info,7740
Jet Airways,05/21/19,Kolkata,Bangalore,CCU ? DEL ? BLR,20:25,22-05-21 18:00,21h 35m,1 stop,No info,14151
IndiGo,05/27/19,New Delhi,Cochin,DEL ? BOM ? COK,17:10,28-05-21 1:30,8h 20m,1 stop,No info,6206
Jet Airways,03/21/19,Bangalore,New Delhi,BLR ? BOM ? DEL,5:45,23:00,17h 15m,1 stop,In-flight meal not included,7832
Air India,05/15/19,New Delhi,Cochin,DEL ? HYD ? MAA ? COK,13:05,16-05-21 9:25,20h 20m,2 stops,No info,10975
Jet Airways,03/15/19,Bangalore,New Delhi,BLR ? BOM ? DEL,5:45,16:10,10h 25m,1 stop,In-flight meal not included,9134
IndiGo,06/01/19,Mumbai,Hyderabad,BOM ? HYD,9:15,10:45,1h 30m,non-stop,No info,4049
Jet Airways,05/24/19,Kolkata,Bangalore,CCU ? BOM ? BLR,20:00,25-05-21 9:20,13h 20m,1 stop,In-flight meal not included,10844
IndiGo,06/27/19,New Delhi,Cochin,DEL ? PNQ ? COK,23:30,28-06-21 4:35,5h 5m,1 stop,No info,9165
Jet Airways,06/06/19,New Delhi,Cochin,DEL ? NAG ? BOM ? COK,14:35,07/06/21 4:25,13h 50m,2 stops,In-flight meal not included,10919
SpiceJet,06/03/19,Chennai,Kolkata,MAA ? CCU,8:20,10:35,2h 15m,non-stop,No check-in baggage included,3543
Jet Airways,05/18/19,Kolkata,Bangalore,CCU ? BOM ? BLR,16:30,19-05-21 4:40,12h 10m,1 stop,No info,13941
SpiceJet,03/27/19,New Delhi,Cochin,DEL ? PNQ ? COK,8:45,13:15,4h 30m,1 stop,No check-in baggage included,4414
Air India,05/24/19,Kolkata,Bangalore,CCU ? BOM ? AMD ? BLR,9:25,25-05-21 5:25,20h,2 stops,No info,14897
IndiGo,06/15/19,New Delhi,Cochin,DEL ? HYD ? COK,8:35,16:10,7h 35m,1 stop,No info,6442
Air India,06/06/19,Bangalore,New Delhi,BLR ? DEL,6:10,8:55,2h 45m,non-stop,No info,6961
SpiceJet,06/24/19,New Delhi,Cochin,DEL ? PNQ ? COK,8:45,13:15,4h 30m,1 stop,No info,4812
Jet Airways,06/06/19,Kolkata,Bangalore,CCU ? BOM ? BLR,18:55,07/06/21 22:35,27h 40m,1 stop,In-flight meal not included,10844
Jet Airways,06/12/19,Kolkata,Bangalore,CCU ? BOM ? BLR,8:25,20:45,12h 20m,1 stop,In-flight meal not included,9899
IndiGo,06/27/19,New Delhi,Cochin,DEL ? LKO ? COK,21:50,28-06-21 3:35,5h 45m,1 stop,No info,5775
SpiceJet,04/21/19,Bangalore,New Delhi,BLR ? DEL,9:30,12:20,2h 50m,non-stop,No check-in baggage included,4885
GoAir,05/21/19,New Delhi,Cochin,DEL ? BOM ? COK,10:35,19:35,9h,1 stop,No info,6195
Vistara,06/15/19,Bangalore,New Delhi,BLR ? DEL,9:45,12:35,2h 50m,non-stop,No info,4878
Multiple carriers,03/21/19,New Delhi,Cochin,DEL ? BOM ? COK,16:00,22-03-21 1:35,9h 35m,1 stop,No info,13542
Vistara,06/12/19,Bangalore,New Delhi,BLR ? DEL,9:45,12:35,2h 50m,non-stop,No info,4668
Multiple carriers,05/15/19,New Delhi,Cochin,DEL ? BOM ? COK,6:00,19:15,13h 15m,1 stop,No info,8266
IndiGo,03/03/19,Bangalore,New Delhi,BLR ? DEL,18:55,21:45,2h 50m,non-stop,No info,8855
Jet Airways,06/24/19,New Delhi,Cochin,DEL ? NAG ? BOM ? COK,14:35,25-06-21 12:35,22h,2 stops,No info,13376
Jet Airways,06/18/19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,non-stop,In-flight meal not included,6478
Air India,05/27/19,New Delhi,Cochin,DEL ? MAA ? COK,17:20,28-05-21 9:25,16h 5m,1 stop,No info,7480
Jet Airways,06/06/19,Kolkata,Bangalore,CCU ? DEL ? BLR,9:35,21:05,11h 30m,1 stop,No info,14151
Jet Airways,05/09/19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,non-stop,No info,7229
Air India,06/15/19,New Delhi,Cochin,DEL ? COK,5:10,8:00,2h 50m,non-stop,No info,5201
Jet Airways,06/18/19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,non-stop,No info,8016
IndiGo,05/15/19,New Delhi,Cochin,DEL ? BLR ? COK,15:10,20:00,4h 50m,1 stop,No info,6027
SpiceJet,03/03/19,Kolkata,Bangalore,CCU ? BLR,6:55,9:35,2h 40m,non-stop,No info,4622
Jet Airways,05/12/19,Kolkata,Bangalore,CCU ? BOM ? BLR,8:25,20:45,12h 20m,1 stop,No info,14781
Jet Airways,05/06/19,Kolkata,Bangalore,CCU ? DEL ? BLR,9:35,21:05,11h 30m,1 stop,In-flight meal not included,10703
Jet Airways,05/27/19,New Delhi,Cochin,DEL ? BOM ? COK,8:00,19:00,11h,1 stop,No info,16289
Jet Airways,06/27/19,New Delhi,Cochin,DEL ? BOM ? COK,10:00,28-06-21 12:35,26h 35m,1 stop,In-flight meal not included,10262
Air Asia,05/24/19,Bangalore,New Delhi,BLR ? DEL,23:55,25-05-21 2:45,2h 50m,non-stop,No info,4483
Jet Airways,05/01/19,Kolkata,Bangalore,CCU ? BOM ? BLR,18:55,02/05/21 4:40,9h 45m,1 stop,In-flight meal not included,8586
Multiple carriers,06/15/19,New Delhi,Cochin,DEL ? BOM ? COK,10:20,19:15,8h 55m,1 stop,No info,9526
IndiGo,04/06/19,Bangalore,New Delhi,BLR ? DEL,16:55,19:55,3h,non-stop,No info,4823
Jet Airways,05/27/19,New Delhi,Cochin,DEL ? BOM ? COK,11:30,19:00,7h 30m,1 stop,No info,16079
Jet Airways,03/27/19,Mumbai,Hyderabad,BOM ? HYD,7:10,8:35,1h 25m,non-stop,No info,8040
Jet Airways,03/27/19,Mumbai,Hyderabad,BOM ? HYD,15:50,17:20,1h 30m,non-stop,In-flight meal not included,2071
IndiGo,05/18/19,Kolkata,Bangalore,CCU ? BLR,14:25,16:55,2h 30m,non-stop,No info,5224
IndiGo,05/06/19,Kolkata,Bangalore,CCU ? BLR,15:15,17:45,2h 30m,non-stop,No info,4804
IndiGo,03/18/19,Kolkata,Bangalore,CCU ? BLR,9:35,12:20,2h 45m,non-stop,No info,4462
Multiple carriers,05/15/19,New Delhi,Cochin,DEL ? HYD ? COK,14:55,22:30,7h 35m,1 stop,No info,6513
Jet Airways,04/18/19,New Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,non-stop,No info,9564
Jet Airways,05/21/19,Kolkata,Bangalore,CCU ? BOM ? BLR,6:30,18:15,11h 45m,1 stop,No info,14781
Jet Airways,06/24/19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,non-stop,No info,5678
Air Asia,05/01/19,Kolkata,Bangalore,CCU ? BLR,19:55,22:25,2h 30m,non-stop,No info,5989
Vistara,04/21/19,New Delhi,Cochin,DEL ? COK,14:40,17:50,3h 10m,non-stop,No info,6741
IndiGo,06/12/19,Chennai,Kolkata,MAA ? CCU,5:15,7:40,2h 25m,non-stop,No info,3540
IndiGo,05/09/19,New Delhi,Cochin,DEL ? BLR ? COK,5:10,10:05,4h 55m,1 stop,No info,6496
IndiGo,03/15/19,Chennai,Kolkata,MAA ? CCU,19:35,21:55,2h 20m,non-stop,No info,6297
Air India,03/21/19,New Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,22-03-21 19:15,23h 30m,2 stops,No info,8236
SpiceJet,05/24/19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No info,3597
IndiGo,03/15/19,Bangalore,New Delhi,BLR ? DEL,4:00,6:50,2h 50m,non-stop,No info,5694
SpiceJet,03/27/19,Kolkata,Bangalore,CCU ? BLR,17:15,19:45,2h 30m,non-stop,No check-in baggage included,3815
SpiceJet,05/21/19,Bangalore,New Delhi,BLR ? DEL,5:55,8:35,2h 40m,non-stop,No info,3311
Multiple carriers,06/06/19,New Delhi,Cochin,DEL ? BOM ? COK,13:00,07/06/21 1:30,12h 30m,1 stop,No info,13377
Vistara,05/21/19,Kolkata,Bangalore,CCU ? DEL ? BLR,7:10,22:40,15h 30m,1 stop,No info,8452
Jet Airways,04/27/19,Bangalore,New Delhi,BLR ? DEL,7:10,10:10,3h,non-stop,In-flight meal not included,4544
Air India,03/18/19,Bangalore,New Delhi,BLR ? BOM ? NAG ? DEL,8:50,16-03-21 10:35,25h 45m,2 stops,No info,11885
Air Asia,04/12/19,Bangalore,New Delhi,BLR ? DEL,11:10,13:55,2h 45m,non-stop,No info,4483
Jet Airways,03/15/19,Bangalore,New Delhi,BLR ? BOM ? DEL,5:45,10:25,4h 40m,1 stop,In-flight meal not included,9134
IndiGo,03/15/19,Bangalore,New Delhi,BLR ? AMD ? DEL,14:25,19:25,5h,1 stop,No info,9165
SpiceJet,05/24/19,Kolkata,Bangalore,CCU ? MAA ? BLR,15:05,20:20,5h 15m,1 stop,No info,4649
IndiGo,03/27/19,New Delhi,Cochin,DEL ? BOM ? COK,16:00,21:00,5h,1 stop,No info,5073
IndiGo,03/24/19,Kolkata,Bangalore,CCU ? HYD ? BLR,15:10,19:50,4h 40m,1 stop,No info,7476
Multiple carriers,05/27/19,New Delhi,Cochin,DEL ? BOM ? COK,14:00,28-05-21 1:30,11h 30m,1 stop,In-flight meal not included,6943
IndiGo,06/27/19,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,non-stop,No info,3858
Air India,04/18/19,New Delhi,Cochin,DEL ? COK,14:10,17:10,3h,non-stop,No info,6094
Jet Airways,06/09/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,19:30,10/06/21 12:35,17h 5m,2 stops,No info,13014
Jet Airways,06/09/19,Kolkata,Bangalore,CCU ? BOM ? BLR,21:10,10/06/21 12:00,14h 50m,1 stop,No info,14571
Air India,06/12/19,Kolkata,Bangalore,CCU ? BLR,20:45,23:20,2h 35m,non-stop,No info,4145
Jet Airways,06/15/19,New Delhi,Cochin,DEL ? BOM ? COK,17:30,16-06-21 4:25,10h 55m,1 stop,In-flight meal not included,10262
Jet Airways,03/06/19,Mumbai,Hyderabad,BOM ? IDR ? DEL ? HYD,17:50,07/03/21 16:50,23h,2 stops,No info,20845
Multiple carriers,05/15/19,New Delhi,Cochin,DEL ? BOM ? COK,12:50,16-05-21 1:30,12h 40m,1 stop,No info,7670
Jet Airways,06/09/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,9:40,19:00,9h 20m,2 stops,In-flight meal not included,10368
SpiceJet,05/15/19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,non-stop,No info,3873
IndiGo,03/06/19,New Delhi,Cochin,DEL ? HYD ? COK,16:10,22:20,6h 10m,1 stop,No info,7205
SpiceJet,06/18/19,Mumbai,Hyderabad,BOM ? HYD,5:45,7:15,1h 30m,non-stop,No check-in baggage included,2647
Jet Airways,05/21/19,Bangalore,New Delhi,BLR ? DEL,18:55,22:00,3h 5m,non-stop,No info,7229
Air India,03/09/19,Bangalore,New Delhi,BLR ? GOI ? DEL,17:00,13-03-21 16:40,23h 40m,1 stop,No info,9292
Jet Airways,05/18/19,Kolkata,Bangalore,CCU ? BOM ? BLR,8:25,16:20,7h 55m,1 stop,In-flight meal not included,10844
Jet Airways,05/06/19,Kolkata,Bangalore,CCU ? BOM ? BLR,16:30,22:35,6h 5m,1 stop,No info,14781
IndiGo,05/24/19,Bangalore,New Delhi,BLR ? DEL,20:00,22:50,2h 50m,non-stop,No info,4823
Jet Airways,06/06/19,New Delhi,Cochin,DEL ? BOM ? COK,20:55,07/06/21 4:25,7h 30m,1 stop,No info,14714
Jet Airways,05/24/19,Mumbai,Hyderabad,BOM ? HYD,7:05,8:30,1h 25m,non-stop,In-flight meal not included,4995
Multiple carriers,03/03/19,New Delhi,Cochin,DEL ? BOM ? COK,10:20,21:00,10h 40m,1 stop,No info,15147
Air India,06/06/19,New Delhi,Cochin,DEL ? HYD ? MAA ? COK,13:15,07/06/21 9:25,20h 10m,2 stops,No info,10939
Multiple carriers,05/09/19,New Delhi,Cochin,DEL ? HYD ? COK,7:05,22:30,15h 25m,1 stop,No info,8310
SpiceJet,05/18/19,New Delhi,Cochin,DEL ? MAA ? COK,15:45,22:05,6h 20m,1 stop,No info,7317
Jet Airways,06/09/19,New Delhi,Cochin,DEL ? BHO ? BOM ? COK,5:30,12:35,7h 5m,2 stops,In-flight meal not included,13344
Jet Airways,05/21/19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,non-stop,In-flight meal not included,4030
Jet Airways,03/24/19,Kolkata,Bangalore,CCU ? BOM ? BLR,6:30,18:10,11h 40m,1 stop,In-flight meal not included,10031
Jet Airways,06/12/19,New Delhi,Cochin,DEL ? BOM ? COK,19:15,13-06-21 19:00,23h 45m,1 stop,In-flight meal not included,10262
SpiceJet,03/15/19,Mumbai,Hyderabad,BOM ? HYD,22:45,16-03-21 0:10,1h 25m,non-stop,No info,2753
IndiGo,03/15/19,Mumbai,Hyderabad,BOM ? HYD,2:30,4:00,1h 30m,non-stop,No info,3342
Jet Airways,03/15/19,Bangalore,New Delhi,BLR ? BOM ? DEL,8:00,15:15,7h 15m,1 stop,In-flight meal not included,9134
Jet Airways,05/18/19,Kolkata,Bangalore,CCU ? BOM ? BLR,18:55,19-05-21 20:45,25h 50m,1 stop,In-flight meal not included,10844
SpiceJet,06/18/19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3543
Jet Airways,06/09/19,Bangalore,New Delhi,BLR ? DEL,11:10,14:05,2h 55m,non-stop,No info,8016
Air India,05/21/19,Kolkata,Bangalore,CCU ? BOM ? GOI ? BLR,9:25,22-05-21 5:35,20h 10m,2 stops,No info,11432
Jet Airways,03/12/19,Bangalore,New Delhi,BLR ? BOM ? DEL,21:25,13-03-21 9:30,12h 5m,1 stop,No info,13817
Jet Airways,04/01/19,Kolkata,Bangalore,CCU ? BOM ? BLR,21:10,02/04/21 4:40,7h 30m,1 stop,No info,13364
IndiGo,05/24/19,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,non-stop,No info,4332
Jet Airways,05/27/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,19:30,28-05-21 4:25,8h 55m,2 stops,No info,15129
Vistara,05/01/19,Bangalore,New Delhi,BLR ? DEL,21:00,23:50,2h 50m,non-stop,No info,4668
Jet Airways,06/12/19,Kolkata,Bangalore,CCU ? BOM ? BLR,14:05,13-06-21 9:20,19h 15m,1 stop,In-flight meal not included,8529
IndiGo,05/21/19,Chennai,Kolkata,MAA ? CCU,13:15,15:35,2h 20m,non-stop,No info,3597
Air India,05/21/19,New Delhi,Cochin,DEL ? HYD ? MAA ? COK,7:05,22-05-21 9:25,26h 20m,2 stops,No info,10975
